Ticker,Quarter,EPS,BPS,PER,PBR,ROE,ROA,ROIC,Debt_ratio
DE,23.04/30,29.76,75.89,12.52,5.00,43.10,9.80,9.90,338.70
DE,23.01/29,26.92,71.68,15.23,5.85,41.20,9.30,9.00,329.00
DE,22.10/30,23.28,66.54,16.80,5.91,37.50,8.40,8.10,343.90
DE,22.07/31,20.02,62.59,17.01,5.51,33.30,7.40,7.20,355.60
DE,22.05/01,19.18,61.74,19.46,6.13,33.60,7.20,7.00,344.30
DE,22.01/30,18.05,57.92,20.36,6.45,33.70,7.00,7.00,347.10
DE,21.10/31,18.99,59.15,17.80,5.76,37.70,7.50,7.50,356.40
DE,21.08/01,17.25,50.58,20.74,7.17,37.60,7.00,7.20,412.90
DE,21.05/02,14.50,48.25,25.37,7.70,33.30,6.00,6.50,423.30
DE,21.01/31,10.93,44.92,26.17,6.43,26.70,4.50,5.30,435.90
DE,20.11/01,8.69,41.27,25.73,5.47,22.20,3.60,4.60,480.40
DE,20.08/02,8.59,41.18,20.32,4.28,22.60,3.60,4.40,499.50
DE,20.05/03,8.83,37.88,15.46,3.65,23.60,3.80,4.40,551.80
DE,20.02/02,10.24,38.04,15.18,4.17,27.50,4.50,4.90,502.10
DE,19.11/03,10.15,36.06,17.05,4.86,27.70,4.50,5.10,539.60
DE,19.07/28,10.32,38.83,16.29,4.40,28.30,4.60,5.30,499.30
DE,19.04/28,10.29,37.49,15.79,4.41,29.70,4.70,5.40,510.00
DE,19.01/27,10.44,35.57,15.13,4.54,31.40,4.90,5.30,517.00
DE,18.10/28,7.24,34.99,18.07,3.79,22.90,3.40,5.20,520.90
FI,24.09/30,5.19,48.37,33.77,3.73,10.70,3.40,14.90,185.20
FI,24.06/30,5.77,48.32,25.27,3.10,11.90,3.80,16.60,229.60
FI,24.03/31,5.34,48.74,29.12,3.28,11.00,3.80,16.00,219.10
FI,23.12/31,4.98,48.81,25.99,2.67,10.30,3.70,15.50,201.70
FI,23.09/30,4.78,48.78,23.11,2.33,9.90,3.70,15.10,181.80
FI,23.06/30,3.97,48.73,31.04,2.60,8.30,3.20,13.30,155.80
FI,23.03/31,3.79,47.98,29.29,2.36,7.90,3.10,13.00,151.60
FI,22.12/31,3.91,48.00,25.37,2.08,8.20,3.20,13.40,169.30
FI,22.09/30,3.19,47.41,28.76,1.97,6.70,2.70,11.40,146.70
FI,22.06/30,3.08,48.22,28.36,1.85,6.50,2.70,10.90,145.40
FI,22.03/31,2.56,48.05,38.93,2.12,5.40,2.20,10.20,138.60
FI,21.12/31,1.99,46.71,51.37,2.21,4.20,1.80,8.60,143.10
FI,21.09/30,1.93,47.77,55.23,2.27,4.10,1.70,8.40,136.70
FI,21.06/30,1.68,47.90,62.68,2.24,3.60,1.50,8.10,135.20
FI,21.03/31,1.28,47.64,91.60,2.50,2.70,1.20,6.10,131.80
FI,20.12/31,1.40,48.10,79.68,2.36,3.00,1.30,6.60,127.70
FI,20.09/30,1.28,47.32,76.25,2.18,2.80,1.20,6.50,125.20
FI,20.06/30,1.22,47.14,77.90,2.07,2.60,1.10,5.90,138.70
FI,20.03/31,1.78,46.96,60.86,2.03,4.20,1.70,7.40,122.60
FI,19.12/31,1.71,64.37,88.04,2.38,5.10,1.90,7.70,129.40
FI,19.09/30,2.16,55.86,43.68,1.25,9.30,3.10,10.20,134.70
FI,19.06/30,2.38,6.49,37.23,14.05,38.90,7.20,16.40,671.40
FI,19.03/31,2.42,6.11,34.95,14.44,38.80,9.00,22.80,387.70
FI,18.12/31,2.87,5.66,24.67,12.77,44.10,11.20,29.40,391.10
FI,18.09/30,3.42,6.59,23.05,12.54,51.60,14.00,31.60,303.90
BMY,24.09/30,-3.59,8.46,-14.45,6.12,-36.30,-7.60,-11.10,446.10
BMY,24.06/30,-3.26,8.39,-12.87,4.95,-28.50,-6.90,-11.10,455.90
BMY,24.03/31,-3.10,8.16,-17.84,6.65,-23.00,-6.50,-10.90,500.20
BMY,23.12/31,3.86,14.46,13.01,3.55,26.30,8.60,16.80,223.20
BMY,23.09/30,3.94,13.88,14.64,4.18,26.80,8.80,17.60,214.50
BMY,23.06/30,3.76,15.22,16.87,4.20,25.00,8.30,17.50,192.20
BMY,23.03/31,3.43,15.16,19.90,4.57,22.80,7.50,17.40,196.10
BMY,22.12/31,2.95,14.61,24.18,4.93,19.80,6.40,15.10,211.50
BMY,22.09/30,3.07,15.30,22.73,4.65,20.10,6.50,14.60,200.40
BMY,22.06/30,3.01,15.31,24.78,5.03,19.30,6.20,14.20,207.70
BMY,22.03/31,2.82,14.49,25.47,5.04,17.70,5.80,13.20,226.10
BMY,21.12/31,3.12,16.19,19.79,3.85,19.00,6.30,14.30,203.90
BMY,21.09/30,-2.38,16.75,-24.33,3.53,-14.50,-4.80,-7.30,197.80
BMY,21.06/30,-2.25,16.49,-29.38,4.05,-12.50,-4.30,-7.10,200.80
BMY,21.03/31,-2.76,16.78,-22.74,3.76,-14.20,-5.10,-7.20,198.80
BMY,20.12/31,-3.99,16.74,-15.55,3.71,-19.30,-7.20,-12.30,213.10
BMY,20.09/30,-0.30,22.25,"-3,088.40",2.71,-0.10,N/A,6.20,150.10
BMY,20.06/30,-0.29,21.70,-236.32,2.71,-1.30,-0.50,5.00,160.70
BMY,20.03/31,0.62,22.11,131.90,2.52,2.80,1.00,5.80,158.90
BMY,19.12/31,2.01,31.67,30.41,2.03,13.70,5.00,13.70,151.60
BMY,19.09/30,3.45,10.79,14.67,4.70,35.90,12.40,25.70,224.80
BMY,19.06/30,3.78,9.81,11.96,4.62,42.10,15.60,34.10,243.10
BMY,19.03/31,3.14,9.32,15.14,5.12,37.30,15.10,35.20,128.20
BMY,18.12/31,3.01,8.60,17.24,6.05,37.30,14.60,33.70,148.70
BMY,18.09/30,0.89,8.36,70.75,7.43,11.30,4.30,28.60,146.50
LMT,24.09/29,27.62,30.21,20.80,19.28,99.40,12.20,22.00,671.10
LMT,24.06/30,27.55,25.74,16.64,18.15,93.10,12.30,22.20,791.90
LMT,24.03/31,27.33,27.52,16.22,16.53,84.70,12.30,22.30,726.50
LMT,23.12/31,27.55,27.55,16.25,16.45,79.10,12.50,23.10,667.50
LMT,23.09/24,27.32,36.83,14.95,11.23,74.50,12.60,23.30,511.00
LMT,23.06/25,27.30,36.49,16.48,12.59,70.40,13.00,24.90,516.60
LMT,23.03/26,21.83,37.78,21.30,12.56,53.80,10.80,21.20,466.30
LMT,22.12/31,21.66,35.36,22.24,13.76,53.70,11.00,22.20,470.70
LMT,22.09/25,21.75,45.13,18.66,9.15,52.90,11.40,23.90,334.80
LMT,22.06/26,17.25,42.96,23.70,9.75,44.80,9.10,19.30,352.70
LMT,22.03/27,22.61,36.73,19.89,12.35,66.90,12.00,24.90,415.00
LMT,21.12/31,22.76,39.74,15.52,8.94,75.60,12.20,25.30,364.20
LMT,21.09/26,21.67,34.78,15.98,10.05,85.10,11.80,24.20,438.30
LMT,21.06/27,25.51,23.47,14.87,16.28,120.00,13.90,28.60,698.70
LMT,21.03/28,24.78,22.54,14.69,16.18,132.20,13.70,28.40,714.60
LMT,20.12/31,24.30,21.50,14.54,16.51,150.50,13.60,28.20,742.70
LMT,20.09/27,23.21,17.72,16.53,21.83,171.20,13.30,27.30,924.40
LMT,20.06/28,22.82,13.38,15.51,26.67,181.40,13.20,26.70,"1,221.50"
LMT,20.03/29,22.03,12.22,15.73,28.50,187.50,12.90,25.80,"1,327.90"
LMT,19.12/31,21.95,11.09,17.63,35.12,202.00,13.00,25.60,"1,418.50"
LMT,19.09/29,21.03,13.79,18.30,28.14,225.80,12.60,24.70,"1,164.60"
LMT,19.06/30,20.51,10.09,17.56,36.04,305.80,12.60,24.30,"1,577.00"
LMT,19.03/31,19.56,8.72,15.16,34.41,428.70,12.20,23.70,"1,832.10"
LMT,18.12/31,17.59,4.90,14.76,53.43,807.40,11.10,21.80,"3,115.30"
LMT,18.09/30,10.67,3.31,32.31,104.48,"4,764.10",6.60,22.20,"4,718.20"
GILD,24.09/30,0.08,14.82,828.41,5.65,0.70,0.20,3.60,195.60
GILD,24.06/30,0.81,14.66,81.18,4.68,5.20,1.80,7.60,193.50
GILD,24.03/31,0.35,14.07,188.54,5.20,2.30,0.80,6.20,221.40
GILD,23.12/31,4.50,18.30,17.82,4.42,26.00,9.10,23.10,172.50
GILD,23.09/30,4.66,17.88,15.89,4.19,27.40,9.40,24.20,179.80
GILD,23.06/30,4.35,16.94,17.53,4.54,26.00,8.80,24.40,194.90
GILD,23.03/31,4.43,16.83,18.53,4.93,26.70,8.90,23.30,195.00
GILD,22.12/31,3.64,16.92,23.45,5.07,22.30,7.30,18.80,197.60
GILD,22.09/30,2.65,16.80,23.19,3.67,16.20,5.20,15.20,196.90
GILD,22.06/30,3.28,16.11,18.74,3.83,20.00,6.30,17.60,210.80
GILD,22.03/31,3.58,15.88,16.51,3.74,22.00,6.80,18.10,216.60
GILD,21.12/31,4.93,16.78,14.63,4.32,30.70,9.20,24.00,222.50
GILD,21.09/30,5.87,17.09,11.85,4.08,37.80,10.90,25.90,212.50
GILD,21.06/30,4.11,15.70,16.73,4.38,27.80,7.80,17.90,245.00
GILD,21.03/31,0.24,15.09,269.81,4.29,1.70,0.50,6.60,256.10
GILD,20.12/31,0.10,14.48,593.74,4.01,0.60,0.20,5.80,275.70
GILD,20.09/30,0.97,13.90,62.48,4.54,6.30,2.10,5.80,248.80
GILD,20.06/30,-0.24,14.36,-375.53,5.35,-1.20,-0.40,0.90,209.60
GILD,20.03/31,3.89,17.49,19.04,4.28,22.60,8.10,12.30,170.20
GILD,19.12/31,4.22,17.74,15.26,3.65,24.60,8.70,13.30,173.00
GILD,19.09/30,2.11,16.26,29.81,3.90,12.40,4.30,11.70,186.40
GILD,19.06/30,4.63,17.81,14.43,3.80,26.80,9.40,20.80,178.90
GILD,19.03/31,4.55,17.20,14.07,3.78,26.80,9.20,20.10,185.60
GILD,18.12/31,4.17,16.48,14.83,3.78,25.20,8.40,18.30,197.00
GILD,18.09/30,1.23,17.64,63.07,4.38,7.40,2.40,18.60,180.60
NKE,24.08/31,3.49,9.31,23.57,8.96,37.40,14.10,20.20,171.60
NKE,24.05/31,3.73,9.51,25.17,9.94,40.20,15.30,20.80,164.10
NKE,24.02/29,3.40,9.40,30.10,11.07,37.10,14.10,18.90,162.60
NKE,23.11/30,3.42,9.30,31.67,11.86,37.40,14.10,18.80,163.00
NKE,23.08/31,3.24,9.14,30.80,11.14,35.00,13.30,17.70,163.30
NKE,23.05/31,3.23,9.03,31.91,11.55,34.00,13.00,18.20,168.00
NKE,23.02/28,3.47,9.41,33.62,12.68,36.00,13.80,18.70,163.50
NKE,22.11/30,3.55,9.80,30.46,11.24,36.80,14.10,19.50,159.60
NKE,22.08/31,3.53,10.10,29.61,10.55,37.10,14.20,19.70,159.70
NKE,22.05/31,3.75,9.68,30.94,12.24,40.70,15.50,21.30,163.90
NKE,22.02/28,3.80,9.38,35.31,14.58,43.00,16.00,23.30,160.50
NKE,21.11/30,3.83,9.43,43.42,17.95,45.70,16.40,23.60,160.80
NKE,21.08/31,3.78,9.07,42.84,18.17,49.00,16.60,23.90,164.40
NKE,21.05/31,3.56,8.12,37.65,16.89,51.40,16.10,23.00,195.60
NKE,21.02/28,2.14,7.56,61.98,17.81,34.40,10.10,14.50,203.30
NKE,20.11/30,1.77,6.76,74.83,19.87,30.60,9.00,12.90,227.40
NKE,20.08/31,1.69,5.91,64.88,18.92,30.20,9.20,12.80,260.60
NKE,20.05/31,1.60,5.17,60.38,19.03,28.50,9.20,13.10,289.10
NKE,20.02/29,2.71,5.81,32.24,15.39,47.10,16.80,25.40,189.90
NKE,19.11/30,2.86,5.99,31.92,15.61,50.00,18.40,29.90,184.50
NKE,19.08/31,2.68,5.89,30.76,14.39,47.90,18.00,31.40,185.30
NKE,19.05/31,2.49,5.72,30.09,13.41,45.10,17.60,32.30,162.40
NKE,19.02/28,2.56,5.70,32.30,15.06,45.80,18.40,31.50,155.80
NKE,18.11/30,1.31,5.52,55.36,13.67,23.10,9.60,30.10,159.80
NKE,18.08/31,1.25,5.64,63.41,14.63,20.60,9.10,28.30,150.00
BA,24.09/30,-12.89,-38.06,-11.75,N/A,N/A,-5.80,-7.30,N/A
BA,24.06/30,-5.62,-29.15,-32.47,N/A,N/A,-2.50,-0.70,N/A
BA,24.03/31,-3.54,-27.74,-54.74,N/A,N/A,-1.60,0.70,N/A
BA,23.12/31,-3.67,-28.49,-70.97,N/A,N/A,-1.60,0.60,N/A
BA,23.09/30,-4.70,-27.55,-40.81,N/A,N/A,-2.10,-0.10,N/A
BA,23.06/30,-7.49,-25.63,-28.41,N/A,N/A,-3.30,-2.60,N/A
BA,23.03/31,-6.92,-25.74,-30.77,N/A,N/A,-3.00,-1.50,N/A
BA,22.12/31,-8.30,-26.65,-23.01,N/A,N/A,-3.60,-2.70,N/A
BA,22.09/30,-14.28,-29.68,-8.52,N/A,N/A,-6.20,-7.10,N/A
BA,22.06/30,-8.98,-24.96,-15.33,N/A,N/A,-3.80,-3.70,N/A
BA,22.03/31,-8.30,-26.02,-22.86,N/A,N/A,-3.40,-3.30,N/A
BA,21.12/31,-7.15,-25.52,-28.16,N/A,N/A,-2.90,-2.20,N/A
BA,21.09/30,-14.89,-24.52,-15.20,N/A,N/A,-5.70,-5.80,N/A
BA,21.06/30,-15.49,-28.27,-15.89,N/A,N/A,-5.80,-6.30,N/A
BA,21.03/31,-20.69,-30.85,-12.60,N/A,N/A,-7.50,-10.30,N/A
BA,20.12/31,-20.88,-32.45,-10.18,N/A,N/A,-7.70,-12.90,N/A
BA,20.09/30,-7.88,-20.86,-20.90,N/A,N/A,-3.00,-8.20,N/A
BA,20.06/30,-5.04,-20.60,-36.33,N/A,N/A,-2.00,-7.70,N/A
BA,20.03/31,-6.05,-17.08,-24.59,N/A,N/A,-2.50,-11.60,N/A
BA,19.12/31,-1.12,-15.31,-288.26,N/A,N/A,-0.50,-4.00,N/A
BA,19.09/30,6.49,-7.23,56.37,N/A,N/A,3.10,13.60,N/A
BA,19.06/30,8.51,-9.41,41.01,N/A,N/A,4.20,17.70,N/A
BA,19.03/31,17.45,0.22,21.68,"1,757.23",N/A,8.70,36.80,"95,981.60"
BA,18.12/31,17.85,0.60,17.51,540.25,N/A,9.10,38.30,"34,498.20"
BA,18.09/30,17.41,-2.22,20.63,N/A,"27,989.20",9.10,34.20,N/A
COP,24.09/30,8.41,42.95,12.29,2.45,20.10,10.40,15.90,93.90
COP,24.06/30,8.97,42.58,12.52,2.69,21.80,11.20,17.10,93.00
COP,24.03/31,8.83,41.88,14.14,3.04,21.80,11.30,17.10,93.30
COP,23.12/31,9.06,40.97,12.58,2.80,22.80,11.80,18.30,94.70
COP,23.09/30,9.18,39.90,12.81,3.01,23.40,12.20,19.70,96.10
COP,23.06/30,10.41,39.37,9.70,2.64,26.90,14.00,23.60,88.50
COP,23.03/31,12.53,39.16,7.63,2.53,32.50,17.00,28.40,91.40
COP,22.12/31,14.57,37.68,7.87,3.06,38.00,19.90,31.70,95.50
COP,22.09/30,13.88,38.77,7.22,2.66,37.30,19.40,30.60,93.20
COP,22.06/30,12.11,38.92,7.30,2.31,33.70,17.40,26.60,86.60
COP,22.03/31,9.70,37.80,10.11,2.64,28.10,14.40,21.70,89.60
COP,21.12/31,6.07,34.29,11.78,2.10,18.30,9.30,14.90,99.70
COP,21.09/30,3.36,33.11,19.39,2.06,11.60,5.90,9.60,97.90
COP,21.06/30,1.16,32.83,44.40,1.86,5.00,2.50,5.00,92.90
COP,21.03/31,-0.15,33.19,"3,588.02",1.66,0.10,N/A,1.20,93.90
COP,20.12/31,-2.51,27.69,-15.88,1.44,-8.80,-4.30,-3.40,109.80
COP,20.09/30,-1.10,28.57,-29.13,1.14,-3.80,-1.80,-0.10,105.20
COP,20.06/30,2.06,29.25,19.62,1.43,6.90,3.40,5.50,100.20
COP,20.03/31,3.22,28.87,9.21,1.06,10.80,5.20,8.30,107.40
COP,19.12/31,6.40,31.31,9.93,2.04,21.20,10.10,14.10,101.40
COP,19.09/30,7.34,31.70,7.59,1.80,25.10,11.80,16.20,99.90
COP,19.06/30,6.19,29.29,9.65,2.09,22.00,10.10,15.20,115.80
COP,19.03/31,6.18,28.84,10.51,2.30,22.50,10.30,15.90,117.20
COP,18.12/31,5.32,27.38,11.47,2.25,19.90,8.90,14.40,118.70
COP,18.09/30,5.01,27.47,15.07,2.82,19.20,8.40,12.40,120.40
UPS,24.09/30,6.63,19.68,20.61,6.93,33.30,8.20,12.30,304.80
UPS,24.06/30,6.14,19.91,22.29,6.88,29.80,7.60,11.20,307.50
UPS,24.03/31,6.91,19.83,21.39,7.50,32.30,8.50,12.40,299.80
UPS,23.12/31,7.80,20.31,19.97,7.74,35.10,9.50,13.60,309.40
UPS,23.09/30,9.88,22.43,15.57,6.95,43.30,12.10,17.40,266.60
UPS,23.06/30,11.53,23.31,15.38,7.69,52.10,14.10,21.10,251.30
UPS,23.03/31,12.36,23.33,15.45,8.31,59.00,15.20,23.40,260.20
UPS,22.12/31,13.20,22.88,13.02,7.60,67.50,16.40,25.70,259.40
UPS,22.09/30,12.76,19.53,12.54,8.27,71.10,16.00,25.10,309.70
UPS,22.06/30,12.45,18.64,14.59,9.79,75.40,15.90,24.50,330.20
UPS,22.03/31,12.25,17.71,17.35,12.11,82.00,15.90,24.00,354.70
UPS,21.12/31,14.68,16.40,14.45,13.07,116.50,19.60,28.60,386.80
UPS,21.09/30,7.32,13.82,24.59,13.17,84.20,10.10,14.90,445.80
UPS,21.06/30,6.91,12.41,29.79,16.76,100.50,9.60,14.10,500.20
UPS,21.03/31,5.89,8.24,28.51,20.62,116.40,8.30,12.30,785.70
UPS,20.12/31,1.54,0.76,108.39,221.56,38.60,2.20,4.20,"9,397.10"
UPS,20.09/30,5.26,6.48,31.38,25.73,111.00,7.50,10.90,"1,015.70"
UPS,20.06/30,5.03,5.06,21.90,21.97,106.20,7.50,10.50,"1,322.00"
UPS,20.03/31,4.94,3.84,18.68,24.31,103.90,7.60,10.50,"1,745.40"
UPS,19.12/31,5.11,3.81,22.62,30.74,106.40,8.20,11.20,"1,670.50"
UPS,19.09/30,5.75,6.47,20.58,18.51,121.50,9.60,13.10,858.40
UPS,19.06/30,5.47,5.12,18.69,20.18,136.00,9.40,13.00,"1,097.90"
UPS,19.03/31,5.24,4.03,21.09,27.73,153.00,9.40,13.00,"1,401.10"
UPS,18.12/31,5.51,3.52,17.49,27.74,195.70,10.30,14.00,"1,555.10"
UPS,18.09/30,6.25,3.60,18.49,32.42,280.00,11.90,15.70,"1,406.20"
ADI,24.11/02,3.28,70.90,68.46,3.18,4.60,3.40,14.90,37.10
ADI,24.08/03,3.33,70.90,62.33,2.93,4.70,3.40,15.40,38.20
ADI,24.05/04,4.28,71.05,46.25,2.81,6.00,4.40,18.90,38.60
ADI,24.02/03,5.59,71.70,33.86,2.68,7.90,5.70,24.80,36.10
ADI,23.10/28,6.55,70.81,24.14,2.25,9.20,6.70,29.10,37.20
ADI,23.07/29,7.34,71.81,26.51,2.77,10.40,7.50,32.80,37.40
ADI,23.04/29,7.04,71.35,25.11,2.53,10.00,7.20,33.60,37.60
ADI,23.01/28,6.61,72.04,25.37,2.38,9.40,6.80,32.80,37.50
ADI,22.10/29,5.25,70.23,27.11,2.04,7.40,5.40,27.30,37.90
ADI,22.07/30,3.39,70.87,47.34,2.44,5.10,3.70,17.60,37.40
ADI,22.04/30,3.30,71.02,49.19,2.18,5.30,3.70,17.00,36.90
ADI,22.01/29,2.95,71.25,65.00,2.23,5.10,3.50,14.90,36.80
ADI,21.10/30,3.46,95.59,45.94,1.68,7.50,4.80,17.70,37.70
ADI,21.07/31,4.57,33.28,36.30,5.04,14.00,7.90,27.50,76.50
ADI,21.05/01,4.19,32.99,36.20,4.64,13.00,7.30,23.80,77.40
ADI,21.01/30,3.77,32.74,38.73,4.50,11.80,6.50,20.70,77.40
ADI,20.10/31,3.28,32.55,35.84,3.65,10.40,5.70,18.20,78.90
ADI,20.08/01,2.99,31.94,38.05,3.59,9.50,5.20,16.60,83.40
ADI,20.05/02,2.99,31.48,34.33,3.29,9.50,5.20,16.90,84.20
ADI,20.02/01,3.25,31.74,33.35,3.46,10.30,5.60,18.10,82.90
ADI,19.11/02,3.65,31.72,29.64,3.45,11.60,6.30,19.30,82.70
ADI,19.08/03,3.97,31.91,27.96,3.53,12.90,7.00,21.00,82.90
ADI,19.05/04,4.08,31.80,28.04,3.67,13.50,7.30,22.00,85.50
ADI,19.02/02,4.16,31.42,23.72,3.21,14.20,7.50,22.90,88.40
ADI,18.11/03,4.00,30.42,21.50,2.88,14.00,7.30,23.30,81.40
MMC,24.09/30,8.12,27.82,27.24,8.02,31.20,8.30,56.20,262.90
MMC,24.06/30,8.08,27.17,25.89,7.77,32.50,8.30,56.80,262.00
MMC,24.03/31,7.88,25.25,25.83,8.15,32.70,8.20,58.20,281.40
MMC,23.12/31,7.53,24.68,24.87,7.66,32.30,8.50,44.50,292.50
MMC,23.09/30,6.94,23.09,27.12,8.24,30.90,8.00,41.50,319.30
MMC,23.06/30,6.55,24.16,28.35,7.78,30.50,8.40,32.90,287.80
MMC,23.03/31,6.39,22.13,25.63,7.52,30.80,8.90,27.10,211.50
MMC,22.12/31,6.04,21.08,26.91,7.80,29.20,8.50,25.70,317.20
MMC,22.09/30,6.66,19.21,22.00,7.79,32.10,10.10,23.80,232.40
MMC,22.06/30,6.63,21.34,23.07,7.29,31.90,10.00,23.60,210.60
MMC,22.03/31,6.32,21.74,26.52,7.83,30.90,9.60,23.10,206.00
MMC,21.12/31,6.13,21.71,27.92,7.97,31.20,9.50,22.80,210.40
MMC,21.09/30,5.29,19.24,28.27,7.88,28.30,8.30,20.90,237.30
MMC,21.06/30,4.86,19.90,28.70,7.08,26.80,7.60,19.40,224.50
MMC,21.03/31,4.38,18.53,27.57,6.56,25.40,6.90,17.10,240.40
MMC,20.12/31,3.94,17.99,29.44,6.52,24.30,6.20,15.40,261.30
MMC,20.09/30,3.99,16.95,28.58,6.76,25.50,6.40,15.30,278.50
MMC,20.06/30,3.96,16.26,26.90,6.61,26.10,6.40,15.00,289.00
MMC,20.03/31,3.49,14.45,24.48,5.97,23.10,5.70,14.00,328.20
MMC,19.12/31,3.41,15.40,32.28,7.22,22.20,5.60,12.90,300.40
MMC,19.09/30,2.94,15.06,33.68,6.65,19.30,5.20,12.80,305.80
MMC,19.06/30,2.89,15.91,34.26,6.27,19.10,5.60,14.10,294.80
MMC,19.03/31,3.28,15.66,28.30,6.00,21.90,7.10,17.30,280.10
MMC,18.12/31,3.23,14.84,24.35,5.35,21.60,7.70,22.40,186.30
MMC,18.09/30,2.98,14.79,27.37,5.61,20.00,7.30,26.00,182.40
VRTX,24.09/30,-1.99,60.59,-250.18,7.68,-2.90,-2.20,2.90,42.30
VRTX,24.06/30,-2.03,57.24,-246.90,8.19,-2.90,-2.20,3.00,36.30
VRTX,24.03/31,15.41,71.83,26.86,5.82,23.60,18.10,65.50,29.00
VRTX,23.12/31,13.89,68.22,28.97,5.96,22.60,17.30,69.80,29.30
VRTX,23.09/30,13.32,64.00,25.87,5.44,23.00,17.50,80.00,31.60
VRTX,23.06/30,12.94,60.03,26.94,5.86,23.70,18.10,88.10,31.50
VRTX,23.03/31,12.55,56.07,24.85,5.61,24.50,18.80,95.70,31.50
VRTX,22.12/31,12.82,54.33,22.31,5.33,26.70,20.50,108.40,30.50
VRTX,22.09/30,12.66,50.80,22.69,5.70,28.50,21.80,103.50,28.20
VRTX,22.06/30,12.35,46.63,22.56,6.04,30.10,22.90,102.30,30.60
VRTX,22.03/31,9.48,42.76,27.11,6.09,24.70,18.70,74.80,30.70
VRTX,21.12/31,9.01,39.19,23.84,5.53,24.80,18.60,74.20,33.00
VRTX,21.09/30,8.34,36.96,21.62,4.94,23.90,17.90,77.80,32.40
VRTX,21.06/30,7.59,35.51,26.21,5.68,22.80,16.80,72.50,32.90
VRTX,21.03/31,10.51,34.62,20.23,6.22,33.20,24.30,106.70,34.90
VRTX,20.12/31,10.29,33.44,22.66,7.08,35.20,25.70,105.40,35.30
VRTX,20.09/30,10.23,31.24,26.34,8.71,38.20,27.80,100.60,39.00
VRTX,20.06/30,7.92,28.96,36.17,10.01,32.90,23.80,79.00,35.90
VRTX,20.03/31,5.77,24.87,40.83,9.55,26.40,19.00,60.10,37.60
VRTX,19.12/31,4.51,23.71,47.84,9.25,22.30,16.00,47.90,36.70
VRTX,19.09/30,8.26,20.45,20.31,8.29,44.00,31.40,27.80,43.00
VRTX,19.06/30,8.54,19.79,21.20,9.26,51.70,36.30,33.60,38.70
VRTX,19.03/31,8.31,18.47,21.82,9.96,58.40,39.60,33.70,38.50
VRTX,18.12/31,8.09,17.44,20.20,9.55,67.50,43.80,33.90,40.80
VRTX,18.09/30,2.51,11.40,76.13,16.95,25.80,15.70,44.50,58.00
MU,24.11/28,3.48,42.12,28.05,2.33,8.60,5.70,7.80,52.70
MU,24.08/29,0.70,40.84,136.21,2.35,1.80,1.20,2.80,53.80
MU,24.05/30,-1.42,39.95,-90.87,3.16,-3.50,-2.40,-1.90,49.80
MU,24.02/29,-3.45,39.74,-26.55,2.28,-8.50,-5.80,-5.80,49.80
MU,23.11/30,-6.28,38.99,-12.16,1.95,-15.30,-10.60,-9.80,48.70
MU,23.08/31,-5.34,40.37,-13.13,1.74,-12.50,-8.80,-8.40,45.60
MU,23.06/01,-2.66,41.50,-25.97,1.67,-6.10,-4.40,-3.90,44.70
MU,23.03/02,1.41,43.32,38.22,1.30,3.30,2.40,3.90,40.80
MU,22.12/01,5.53,45.24,9.75,1.22,12.60,9.40,12.50,37.70
MU,22.09/01,7.75,44.88,7.28,1.27,18.00,13.50,18.00,32.80
MU,22.06/02,8.77,44.32,8.49,1.71,21.20,15.90,21.20,32.50
MU,22.03/03,7.95,42.76,11.07,2.09,20.10,15.10,19.50,33.10
MU,21.12/02,6.48,41.03,12.59,2.02,17.00,12.80,16.30,33.40
MU,21.09/02,5.14,39.23,14.21,1.90,14.10,10.50,13.30,34.00
MU,21.06/03,3.63,37.70,22.28,2.18,10.20,7.60,9.80,32.40
MU,21.03/04,2.82,36.31,29.51,2.32,8.10,6.00,8.00,33.10
MU,20.12/03,2.65,35.79,25.95,1.95,7.80,5.70,7.80,34.50
MU,20.09/03,2.37,35.13,19.16,1.32,7.10,5.20,7.40,37.70
MU,20.05/28,2.00,34.04,22.87,1.37,6.10,4.50,6.40,37.20
MU,20.02/27,2.03,33.32,24.46,1.52,6.30,4.70,6.10,33.80
MU,19.11/28,3.09,32.97,15.19,1.46,9.90,7.30,9.90,35.80
MU,19.08/29,5.51,32.21,7.81,1.37,18.10,13.50,18.50,33.50
MU,19.05/30,8.52,31.97,3.66,1.04,29.60,22.20,29.10,28.30
MU,19.02/28,10.88,31.03,3.51,1.33,40.40,29.50,38.40,34.60
MU,18.11/29,12.13,29.89,2.92,1.27,49.00,34.50,43.80,28.80
SBUX,24.09/29,3.31,-6.57,29.34,N/A,N/A,12.50,13.70,N/A
SBUX,24.06/30,3.57,-7.01,21.66,N/A,N/A,13.80,15.00,N/A
SBUX,24.03/31,3.63,-7.46,24.89,N/A,N/A,14.20,15.60,N/A
SBUX,23.12/31,3.74,-7.58,25.42,N/A,N/A,14.80,16.50,N/A
SBUX,23.10/01,3.58,-6.97,25.35,N/A,N/A,14.30,16.00,N/A
SBUX,23.07/02,3.28,-7.29,30.02,N/A,N/A,13.30,14.80,N/A
SBUX,23.04/02,3.08,-7.41,33.67,N/A,N/A,12.60,14.00,N/A
SBUX,23.01/01,2.87,-7.55,34.29,N/A,N/A,11.70,13.10,N/A
